building_id,address,dataset,neighborhood,style,image_path,architectural_style,building_form,roof_type,primary_cladding,stories,alteration_level,setting,chimney_present,window,entrance,roof_features,roof_materials,additional_cladding,wall_features,landscape_features,associated_buildings,building_plan,building_category,current_use,original_use,alterations_additions,alterations_entrances,alterations_roof,alterations_cladding,alterations_windows
DIS.23013,3525 W 4TH AVE,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23013_3525_W_4TH_AVE.mefNKS.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Walkway - Concrete; Wall - Retaining,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23013,3525 W 4TH AVE,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23013_3525_W_4TH_AVE.WSHnz5.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Walkway - Concrete; Wall - Retaining,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23013,3525 W 4TH AVE,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23013_3525_W_4TH_AVE.7VJ4ZK.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Shingles - Asbestos,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Picture Window  |  Window 2: Window Type: Double/Single Hung; Window Features: None,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Walkway - Concrete; Wall - Retaining,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23492,143 N OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23492_143_N_OSCEOLA_ST.3mAxsj.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Tripartite Window,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete,Driveway - Solid; Fence - Left Side; Fence - Rear; Fence - Right Side,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23492,143 N OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23492_143_N_OSCEOLA_ST._MTyVB.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Tripartite Window,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete,Driveway - Solid; Fence - Left Side; Fence - Rear; Fence - Right Side,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23492,143 N OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23492_143_N_OSCEOLA_ST.DO1FV1.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,"Siding - Horizontal, Unknown Material",1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Tripartite Window,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Left Side,,Shingles - Asphalt,,Foundation - Concrete,Driveway - Solid; Fence - Left Side; Fence - Rear; Fence - Right Side,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23200,135 S OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23200_135_S_OSCEOLA_ST.s-lPd-.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Clerestory; Window Features: Paired Windows - Rowlock Sill - Transom  |  Window 2: Window Type: Hopper/Awning; Window Features: Divided Lights - All,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23200,135 S OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23200_135_S_OSCEOLA_ST.85Qdx_.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Clerestory; Window Features: Paired Windows - Rowlock Sill - Transom  |  Window 2: Window Type: Hopper/Awning; Window Features: Divided Lights - All,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.23200,135 S OSCEOLA ST,Barnum-MinimalTraditional,Barnum,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DIS.23200_135_S_OSCEOLA_ST.3_gLMh.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Stucco - Historic,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Clerestory; Window Features: Paired Windows - Rowlock Sill - Transom  |  Window 2: Window Type: Hopper/Awning; Window Features: Divided Lights - All,Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade,,Shingles - Asphalt,,,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15211,3655 N SAINT PAUL ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.1107_3655_N_SAINT_PAUL_ST.7MV93f.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15211,3655 N SAINT PAUL ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.1107_3655_N_SAINT_PAUL_ST.3X0Ey3.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15211,3655 N SAINT PAUL ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.1107_3655_N_SAINT_PAUL_ST.ohFa6v.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15211,3655 N SAINT PAUL ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.1107_3655_N_SAINT_PAUL_ST.I-4i2w.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Corner; Set Back from Sidewalk,No,Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Projecting  |  Entrance 2: Entrance Type: Flush Door - No Porch or Stoop; Entrance Location: Rear,,Shingles - Asphalt,,Awnings; Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Rear; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14729,3608 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.850_3608_N_MADISON_ST.OXzZMR.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Grouped Windows  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Stoop - Low  |  Entrance 2: Entrance Type: Unknown - Not Visible; Entrance Location: Left Side,,Shingles - Asphalt,,Shutters,Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.14729,3608 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.850_3608_N_MADISON_ST.qKqxn2.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Grouped Windows  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Location: Front Facade; Entrance Type: Stoop - Low  |  Entrance 2: Entrance Type: Unknown - Not Visible; Entrance Location: Left Side,,Shingles - Asphalt,,Shutters,Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.14636,3911 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.11376_3911_N_COLORADO_BLVD.-r2GoD.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Transom - Tripartite Window - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Grouped Windows,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14636,3911 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.11376_3911_N_COLORADO_BLVD.MW07g9.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Transom - Tripartite Window - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Grouped Windows,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14636,3911 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/5DV.11376_3911_N_COLORADO_BLVD.eZR9K_.jpg,No Clear Architectural Style,Minimal Traditional,Cross Gable,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Transom - Tripartite Window - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Grouped Windows,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete,Fence - Front; Fence - Left Side; Fence - Right Side; Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15141,3521 N MILWAUKEE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.937_3521_N_MILWAUKEE_ST.JmrI2l.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Grouped Windows  |  Window 2: Window Type: Casement - Fixed; Window Features: Grouped Windows - Paired Windows - Rowlock Sill - Transom  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - All  |  Window 4: Window Type: Hopper/Awning; Window Features: None  |  Window 5: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Brick - Polychromatic,Driveway - Solid; Fence - Rear,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building  |  Associated Building and Objects 2: Building/Object Type: Garage – Attached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15141,3521 N MILWAUKEE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.937_3521_N_MILWAUKEE_ST.rYbDLB.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed; Window Features: Grouped Windows  |  Window 2: Window Type: Casement - Fixed; Window Features: Grouped Windows - Paired Windows - Rowlock Sill - Transom  |  Window 3: Window Type: Fixed; Window Features: Divided Lights - All  |  Window 4: Window Type: Hopper/Awning; Window Features: None  |  Window 5: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - High; Entrance Location: Left Side,,Shingles - Asphalt,,Brick - Polychromatic,Driveway - Solid; Fence - Rear,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building  |  Associated Building and Objects 2: Building/Object Type: Garage – Attached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14629,3855 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.276_3855_N_COLORADO_BLVD.0tOeWy.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Paired Windows  |  Window 2: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 3: Window Type: Fixed - Casement; Window Features: Grouped Windows - Rowlock Sill,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,,Walkway - Concrete; Driveway - Unpaved,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14629,3855 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.276_3855_N_COLORADO_BLVD.jbMV_l.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Paired Windows  |  Window 2: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 3: Window Type: Fixed - Casement; Window Features: Grouped Windows - Rowlock Sill,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,,Walkway - Concrete; Driveway - Unpaved,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14629,3855 N COLORADO BLVD,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.276_3855_N_COLORADO_BLVD.EEP_RG.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Paired Windows  |  Window 2: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 3: Window Type: Fixed - Casement; Window Features: Grouped Windows - Rowlock Sill,Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade,,Shingles - Asphalt,,,Walkway - Concrete; Driveway - Unpaved,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15178,3750 N MILWAUKEE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.971_3750_N_MILWAUKEE_ST.xbMWvG.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Grouped Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters,Walkway - Concrete; Fence - Rear,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15178,3750 N MILWAUKEE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.971_3750_N_MILWAUKEE_ST.9QSug1.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Grouped Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters,Walkway - Concrete; Fence - Rear,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.15178,3750 N MILWAUKEE ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.971_3750_N_MILWAUKEE_ST.GJzJP0.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Concrete - Block,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Grouped Windows,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Shutters,Walkway - Concrete; Fence - Rear,Associated Building and Objects 1: Building/Object Type: Garage - Detached,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14778,3885 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.896_3885_N_MADISON_ST.esLSbx.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Grouped Windows - Rowlock Sill - Transom  |  Window 4: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Brick - Polychromatic,Fence - Front; Fence - Rear; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14778,3885 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.896_3885_N_MADISON_ST.Ap5PSZ.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Grouped Windows - Rowlock Sill - Transom  |  Window 4: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Brick - Polychromatic,Fence - Front; Fence - Rear; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14778,3885 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.896_3885_N_MADISON_ST.4MVU-l.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Grouped Windows - Rowlock Sill - Transom  |  Window 4: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Foundation - Concrete; Brick - Polychromatic,Fence - Front; Fence - Rear; Fence - Right Side; Walkway - Concrete,Associated Building and Objects 1: Building/Object Type: Shed or Storage Building,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,None Visible,None Visible,None Visible,None Visible,None Visible
DIS.14777,3880 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.895_3880_N_MADISON_ST.5yQQca.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Brick - Polychromatic,Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
DIS.14777,3880 N MADISON ST,Clayton-MinimalTraditional,Clayton,Minimal Traditional,data/Minimal Traditional/Minimal Traditional - Photos/DDS.895_3880_N_MADISON_ST.BjZrC6.jpg,No Clear Architectural Style,Minimal Traditional,Hipped,Brick,1,5 - Not Altered,Set Back from Sidewalk,No,Window 1: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom - Divided Lights - Some  |  Window 3: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill,Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Front Facade,,Shingles - Asphalt,,Brick - Polychromatic,Walkway - Concrete,,,Residential,Domestic – Single Dwelling,Domestic – Single Dwelling,Access Ramp Added,None Visible,None Visible,None Visible,None Visible
