"id"	"status"	"address"	"attributesDefinitionId"	"surveyLevel"	"surveyedAt"	"createdAt"	"updatedAt"	"yearBuilt"	"smithsonianNumber"	"city"	"township"	"range"	"section"	"legalDescription"	"additionName"	"block"	"lot"	"platYear"	"utmEasting"	"utmNorthing"	"streetNumber"	"streetName"	"streetDirection"	"surveyor"	"additionalNeeded"	"quarterSection"	"quarterQuarterSection"	"regionName"	"General Architectural Notes"	"Historical Notes"	"Alteration-Other"	"Historic Name"	"Year Built"	"Year Built Source"	"Architect"	"Architect Source"	"Builder"	"Builder Source"	"Original Owner"	"Original Owner Source"	"Historical Background"	"Sources of Information"	"Period of Significance"	"Statement of Significance"	"Assessment of Integrity"	"NR District Potential"	"Building Plan"	"Roof Features"	"Additional Cladding"	"Local Evaluation - Individual"	"Local Criteria"	"Local Evaluation - District"	"NR Evaluation - Individual"	"NR Evaluation - District"	"NR Areas of Significance"	"NR Criteria"	"Original Use"	"Current Use"	"Building Category"	"Building Form"	"Architectural Style"	"Setting"	"Roof Type"	"Roof Materials"	"Primary Cladding"	"Alteration Level"	"Alterations-Additions"	"Alterations-Entrances"	"Alterations-Roof"	"Alterations-Cladding"	"Alterations-Windows"	"Stories"	"Landscape Features"	"Wall Features"	"Integrity Rating"	"Associated Building and Objects"	"Window"	"Entrance"	"Chimney"
”DIS.5061"	"REPORTED"	"4579 N BEACH CT"	"6"	"Basic Survey"	"1621621411"	"1621282064"	"1744653242"	"1938"	"5DV.45981"	"Denver"	"3S"	"68W"	"20"	"ZIEHL & MCLAINS ADDITION B2 L22 & 23"	"Ziehl And McLain's Addition to the City of Denver"	""	""	"1901"	"498418.33563700000"	"4403292.57781000000"	"4579"	"BEACH"	"N"	"Greg Savage"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Cross Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Fence - Rear; Walkway - Concrete; Stone Public Sidewalk"	"Rowlock Course; Foundation - Concrete"	"5 - Not Altered"		" Window 1: Window Type: Double/Single Hung; Window Features: Rowlock Sill - Divided Lights - All  |  Window 2: Window Features: Tripartite Window - Oriel Window; Window Type: Double/Single Hung - Fixed "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Left Side "	
”DIS.5245"	"REPORTED"	"2323 W 45TH AVE"	"6"	"Basic Survey"	"1624289743"	"1622155504"	"1743188977"	"1958"	"5DV.46159"	"Denver"	"3S"	"68W"	"21"	"L 10 & W 20FT OF L 11 BLK 30 N HIGHLANDS BARENSCHEER RES OF S 141 FT OF 4 & OF PT OF 3"	"BARENSCHEER RE-SUBDIVISION OF SOUTH 141 FEET OF BLOCK 30 NORTH HIGHLANDS"	""	""	"1936"	"498731.10549300000"	"4403116.74288000000"	"2323"	"45TH"	"W"	"Greg Savage"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Fence - Rear; Walkway - Concrete"	"Foundation - Concrete; Awnings"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed; Window Features: Rowlock Sill - Picture Window  |  Window 2: Window Features: Rowlock Sill - Tripartite Window; Window Type: Casement - Fixed  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill - Paired Windows  |  Window 4: Window Type: Fixed; Window Features: Divided Lights - All "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Stoop - Low; Entrance Location: Left Side "	
”DIS.5282"	"REPORTED"	"1815 W 47TH AVE"	"6"	"Basic Survey"	"1622911580"	"1622155504"	"1743452302"	"1957"	"5DV.46196"	"Denver"	"3S"	"68W"	"21"	"NORTH HIGHLANDS B11 L4 DIF RCP #0077139 RCD 10-11-85"	"North Highlands"	""	""	"1873"	"499265.71918200000"	"4403515.83134000000"	"1815"	"47TH"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Driveway - Solid; Fence - Left Side; Fence - Right Side; Walkway - Concrete; Fence - Rear"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete; Belt Course"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Notes: Historic ; Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed; Window Features: Rowlock Sill - Picture Window  |  Window 2: Window Type: Casement; Window Features: Tripartite Window - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 4: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Front Facade "	
”DIS.5433"	"REPORTED"	"4550 N VALLEJO ST"	"6"	"Basic Survey"	"1623345805"	"1622155504"	"1744403572"	"1954"	"5DV.46347"	"Denver"	"3S"	"68W"	"21"	"S 65.07FT OF L 10 TO 12 INC BLK 21 N HIGHLANDS WILSONS RESUB"	"WILSON'S RESUBDIVISION OF PART OF BLOCK 21 NORTH HIGHLANDS"	""	""	"1893"	"498934.19375000000"	"4403247.42397000000"	"4550"	"VALLEJO"	"N"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"			"Rear porch has openings boarded up."																										"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Corner; Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"Windows Boarded Up"	"1"	"Built-In Planters; Fence - Left Side; Fence - Rear; Walkway - Concrete; Fence - Right Side"	"Brick - Polychromatic; Foundation - Concrete"	"5 - Not Altered"		" Window 1: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Transom - Tripartite Window - Rowlock Sill  |  Window 2: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window  |  Window 4: Window Type: Casement - Fixed; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Right Side "	
”DIS.6629"	"REPORTED"	"2429 W 40TH AVE"	"6"	"Basic Survey"	"1629212642"	"1628024908"	"1742837860"	"1952"	"5DV.47905"	"Denver"	"3S"	"68W"	"20"	"L 8 & 9 BLK 21 PERRINS SUB BROCKS RESUB"	"RESUBDIVISION OF THE S HALF OF BLOCK 21 PERRIN'S ADDITION"	""	""	"1888"	"498578.34995400000"	"4402446.48494000000"	"2429"	"40TH"	"W"	"Jake Wilkes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Concrete - Block"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"Brick/Stone Painted"	"None Visible"	"1"	"Walkway - Concrete; Fence - Rear"	"Foundation - Concrete"	"5 - Not Altered"		" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Features: Paired Windows - Rowlock Sill - Transom; Window Type: Casement - Fixed  |  Window 3: Window Type: Sliding; Window Features: Rowlock Sill "	" Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Recessed "	
”DIS.6906"	"REPORTED"	"2725 W 42ND AVE"	"6"	"Basic Survey"	"1629820886"	"1629479094"	"1742845719"	"1946"	"5DV.48169"	"Denver"	"3S"	"68W"	"20"	"L 18 & 19 & S 1/2 VAC ALLEY ADJ BLK 9 BOULEVARD HEIGHTS 2ND FLG EXC COM @ THE NW COR OD SD L18 TH N ALONG THE WLY LI SD L18  EXTENDED 12.00FT TOTHE POB TH E 2.00FT TH S 25.00FT TH"	"Boulevard Heights 2nd Filing being a Resubdivision of Blocks 9, 16, 17, and 18 of Perrin's Subdivision"	""	""	"1889"	"498184.67369200000"	"4402708.17584000000"	"2725"	"42ND"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Cross Gable"	"Shingles - Concrete"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Fence - Right Side; Walkway - Concrete; Fence - Rear"	"Foundation - Concrete; Half-Timbering"	"5 - Not Altered"		" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement - Fixed; Window Features: Divided Lights - Some - Paired Windows - Transom - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 4: Window Type: Casement; Window Features: Divided Lights - All - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Left Side "	
”DIS.6942"	"REPORTED"	"2805 W 43RD AVE 4301 N DECATUR ST"	"6"	"Basic Survey"	"1630429739"	"1629479094"	"1742847924"	"1956"	"5DV.48204"	"Denver"	"3S"	"68W"	"20"	"S 50FT OF E 125FT OF PLOT 4 BLK 5 PERRINS SUB"	"Perrins Subdivision"	""	""	"1899"	"498083.53361500000"	"4402840.81704000000"	"2805 4301"	"43RD DECATUR"	"W N "	"Charlotte Willard"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Multiple Dwelling"	"Domestic – Multiple Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Driveway - Solid; Fence - Rear; Fence - Right Side; Walkway - Concrete"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement - Fixed; Window Features: Rowlock Sill  |  Window 3: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Paired Windows - Rowlock Sill - Transom  |  Window 4: Window Type: Fixed; Window Features: Picture Window - Rowlock Sill  |  Window 5: Window Type: Sliding; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Stoop - Low; Entrance Location: Right Side  |  Entrance 2: Entrance Type: Stoop - High; Entrance Location: Left Side  |  Entrance 3: Entrance Type: Stoop - High; Entrance Location: Right Side "	
”DIS.5367"	"REPORTED"	"2325 W SCOTT PL"	"6"	"Basic Survey"	"1623342953"	"1622155504"	"1743190501"	"1947"	"5DV.46281"	"Denver"	"3S"	"68W"	"21"	"NORTH SIDE VILLAGE B19 E 47.5FT OF S 125FT OF L9"	"NORTH SIDE VILLAGE, (A RESUBDIVISION BLOCKS 19 AND 20, NORTH HIGHLANDS)"	""	""	"1942"	"498717.98888600000"	"4403267.94275000000"	"2325"	"SCOTT"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"English Norman Cottage"	"Set Back from Sidewalk"	"Hipped; Front Gable"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Fence - Left Side; Fence - Rear; Walkway - Stone"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete; Shingles in Gable - Plain; Belt Course"	"5 - Not Altered"		" Window 1: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 2: Window Type: Fixed - Casement; Window Features: Divided Lights - Some - Rowlock Sill - Tripartite Window - Transom  |  Window 3: Window Type: Hopper/Awning; Window Features: Rowlock Sill  |  Window 4: Window Type: Fixed; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Recessed; Entrance Location: Left Side  |  Entrance 2: Entrance Type: Unknown - Not Visible; Entrance Location: Left Side "	
”DIS.5360"	"REPORTED"	"2100 W SCOTT PL"	"6"	"Basic Survey"	"1623516965"	"1622155504"	"1743191031"	"1948"	"5DV.46274"	"Denver"	"3S"	"68W"	"21"	"L 32 & 33 BLK 28 N HIGHLANDS DOSS BROS RESUB"	"DOSS BROTHERS RESUBDIVISION OF PART OF BLOCK 28 NORTH HIGHLANDS"	""	""	"1911"	"498972.00960400000"	"4403205.74517000000"	"2100"	"SCOTT"	"W"	"Chris Geddes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Front Gable; Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Walkway - Concrete; Fence - Rear"	"Foundation - Concrete; Awnings"	"5 - Not Altered"		" Window 1: Window Type: Fixed - Casement; Window Features: Rowlock Sill - Transom - Tripartite Window - Divided Lights - Some  |  Window 2: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Tripartite Window - Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.5258"	"REPORTED"	"2024 W 46TH AVE"	"6"	"Basic Survey"	"1623513571"	"1622155504"	"1743199341"	"1959"	"5DV.46172"	"Denver"	"3S"	"68W"	"21"	"PART PLOT 1 BLK 21 NORTH HIGHLANDS BEG AT POINT 125FT W OF NECOR SAID PLOT TH W 62.0 FT TH S 100.00FT TH E 62.0FT TH N 100.0FT TO POB"	"North Highlands"	""	""	"1873"	"498988.63484700000"	"4403336.85504000000"	"2024"	"46TH"	"W"	"Brie Samyn"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Walkway - Concrete"	"Brick - Polychromatic; Brick - Patterned; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached  |  Associated Building and Objects 2: Building/Object Type: Carport - Attached "	" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window "	" Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade "	
”DIS.5354"	"REPORTED"	"4651 N QUIVAS ST"	"6"	"Basic Survey"	"1623164670"	"1622155504"	"1744064987"	"1960"	"5DV.46268"	"Denver"	"3S"	"68W"	"21"	"THE N 50FT OF S 100FT OF E 136.915FT OF L 1 BLK 14 NO HIGHLANDS EXC N 5.81FT OF W 65.92FT M/L OF THE E 136.915FT"	"North Highlands"	""	""	"1873"	"499293.95193400000"	"4403447.68632000000"	"4651"	"QUIVAS"	"N"	"Greg Savage"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"Ranch"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Driveway - Solid; Fence - Front; Fence - Left Side; Walkway - Concrete; Fence - Right Side"	"Brick - Patterned; Foundation - Concrete; Brick - Polychromatic"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Shed or Storage Building "	" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Rowlock Sill - Paired Windows  |  Window 3: Window Type: Sliding; Window Features: None "	" Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade "	
”DIS.5994"	"REPORTED"	"4135 N SHOSHONE ST"	"6"	"Basic Survey"	"1625584648"	"1625004210"	"1744324846"	"1949"	"5DV.46865"	"Denver"	"3S"	"68W"	"21"	"L 23 & 24 BLK 1 CABLE HEIGHTS"	"Cable Heights"	""	""	"1890"	"499123.07980300000"	"4402625.23097000000"	"4135"	"SHOSHONE"	"N"	"Judy Gordon"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Fence - Rear; Walkway - Concrete; Denver Roll"	"Brick - Polychromatic; Foundation - Concrete"	"5 - Not Altered"		" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window  |  Window 2: Window Type: Casement; Window Features: Rowlock Sill - Transom - Paired Windows  |  Window 3: Window Type: Hopper/Awning; Window Features: Rowlock Sill "	" Entrance 1: Entrance Type: Porch - Partial Width - Projecting; Entrance Location: Front Facade "	
”DIS.6380"	"REPORTED"	"3815 N TEJON ST"	"6"	"Basic Survey"	"1627578947"	"1626294661"	"1744326138"	"1952"	"5DV.47223"	"Denver"	"3S"	"68W"	"21"	"L 11 & N1/2 OF L 12 BLK 12 1ST ADD TO SUNNYSIDE"	"FIRST ADDITION TO SUNNYSIDE"	""	""	"1890"	"499015.37671000000"	"4402195.28396000000"	"3815"	"TEJON"	"N"	"Cindy Wolf"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Denver Roll; Fence - Rear; Walkway - Concrete"	"Brick - Polychromatic; Brick - Corbeled; Foundation - Concrete"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Transom - Tripartite Window  |  Window 2: Window Type: Fixed; Window Features: Picture Window - Rowlock Sill  |  Window 3: Window Type: Casement - Fixed; Window Features: Paired Windows - Rowlock Sill - Transom  |  Window 4: Window Type: Fixed; Window Features: Divided Lights - All - Rowlock Sill "	" Entrance 1: Entrance Type: Stoop - High; Entrance Location: Front Facade "	
”DIS.6861"	"REPORTED"	"4031 N ZUNI ST"	"6"	"Basic Survey"	"1629211974"	"1628024908"	"1744495888"	"1955"	"5DV.48137"	"Denver"	"3S"	"68W"	"20"	"PT L 1 BLK 21 PERRINS SUB BEG AT PT 141FT S OF NE COR SD L TH S 46FT TH W 125FT TH NELY TO PT 46FT N & 110FT W OF SE COR SD L TH ELY TO POB"	"PERRIN'S SUB"	""	""	"1889"	"498615.99695100000"	"4402494.07563000000"	"4031"	"ZUNI"	"N"	"Jake Wilkes"	"false"	"null"	"null"	"Sunnyside"																													"Domestic – Single Dwelling"	"Domestic – Single Dwelling"	"Residential"	"Minimal Traditional"	"No Clear Architectural Style"	"Set Back from Sidewalk"	"Hipped"	"Shingles - Asphalt"	"Brick"	"5 - Not Altered"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"None Visible"	"1"	"Built-In Planters; Fence - Rear; Walkway - Concrete"	"Brick - Polychromatic; Foundation - Concrete; Rowlock Course"	"5 - Not Altered"	" Associated Building and Objects 1: Building/Object Type: Garage - Detached "	" Window 1: Window Type: Casement - Fixed; Window Features: Rowlock Sill - Tripartite Window - Transom  |  Window 2: Window Type: Casement; Window Features: Paired Windows - Rowlock Sill  |  Window 3: Window Type: Casement; Window Features: Rowlock Sill - Tripartite Window  |  Window 4: Window Type: Fixed; Window Features: Rowlock Sill - Picture Window "	" Entrance 1: Entrance Location: Front Facade; Entrance Type: Porch - Partial Width - Recessed "	 
